Planet_Name,Host_Star_Name,Number_of_Stars,Number_of_Planets,Number_of_Moons,Discovery_Method,Discovery_Year,Discovery_Facility,Orbital_Period_Days,Orbital_Distance_AU,Planet_Radius_Earth_Units,Planet_Radius_Jupiter_Units,Planet_Mass_Earth_Units,Planet_Mass_Jupiter_Units,Mass_Measurement_Type,Orbit_Eccentricity,Insolation_Flux_Earth_Units,Equilibrium_Temperature_K,Star_Spectral_Type,Star_Temperature_K,Star_Radius_Solar_Units,Star_Mass_Solar_Units,Star_Metallicity,Star_Metallicity_Ratio,Star_Surface_Gravity,Right_Ascension_Deg,Declination_Deg,Distance_From_Earth_Light_Years,Star_Gaia_Magnitude
TOI-2107 b,TOI-2107,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.4545467,0.03515,13.57407563,1.211,263.79757781,0.83,Mass,0.033,508.468,1397.0,Unknown,5627.0,0.932,0.961,0.07,[Fe/H],4.484,286.7965405,-58.6968348,772.0275598,11.8642
TOI-2109 b,TOI-2109,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.67247414,0.01791,15.098497,1.347,1595.49860314,5.02,Mass,0.0,14429.0,3646.0,F,6540.0,1.698,1.453,0.068,[Fe/H],4.139,253.1862971,16.5799153,854.6624439599999,10.1138
TOI-2120 b,TOI-2120,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.7998164,0.0377,2.122,0.18931249,6.8,0.02139519,Mass,0.32,3.61,384.0,Unknown,3131.0,0.245,0.211,0.39,[Fe/H],4.985,23.507315,65.5139877,104.94232378,14.1872
TOI-2128 b,TOI-2128,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.34136,0.127,2.08874836,0.18634597,4.5,0.01415858,Mass,0.0,86.2315,780.53,Unknown,5968.0,1.1174,1.0251,-0.07,[Fe/H],4.349,256.9817998,32.1053027,119.30134168000001,7.06642
TOI-2133 b,TOI-2133,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),3.8266472,0.041,2.37,0.2114376,6.21,0.0195,M-R relationship,0.0,81.1072,798.0,Unknown,4250.0,0.62,0.644,-0.01,[Fe/H],4.6,261.2438308,32.7983974,245.260505788,11.6322
TOI-2134 b,TOI-2134,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.2292005,0.078,2.69,0.23998614,9.13,0.02872619,Mass,0.06,32.0,666.0,K5 V,4580.0,0.709,0.744,0.12,[Fe/H],4.8,271.9355015,39.0729269,73.77713951199999,8.5077
TOI-2134 c,TOI-2134,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),95.5,0.371,7.27,0.64858707,41.89,0.13180068,Mass,0.67,1.4,306.0,K5 V,4580.0,0.709,0.744,0.12,[Fe/H],4.8,271.9355015,39.0729269,73.77713951199999,8.5077
TOI-2136 b,TOI-2136,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.851928,0.057,2.19,0.19537905,6.37,0.02004226,Mass,0.0,4.0,395.0,M4.5 V,3342.0,0.34,0.34,0.03,[Fe/H],4.91,281.1763433,36.5631318,108.815752436,12.9643
TOI-2141 b,TOI-2141,1,3,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.261608,0.1322,3.147,0.28075702,20.1,0.06324167,Mass,0.21,47.3,728.0,Unknown,5635.0,0.95,0.896,-0.14,[Fe/H],4.4,258.7623456,18.3403449,253.36450392,9.34408
TOI-2141 c,TOI-2141,1,3,0,Radial Velocity,2025,Roque de los Muchachos Observatory,5.4624,0.0585,2.35,0.21,6.14,0.0193186,Msini,0.152,241.0,1095.0,Unknown,5635.0,0.95,0.896,-0.14,[Fe/H],4.4,258.7623456,18.3403449,253.36450392,9.34408
TOI-2141 d,TOI-2141,1,3,0,Radial Velocity,2025,Roque de los Muchachos Observatory,60.45,0.2906,3.97,0.354,14.9,0.04688064,Msini,0.152,9.8,491.4,Unknown,5635.0,0.95,0.896,-0.14,[Fe/H],4.4,258.7623456,18.3403449,253.36450392,9.34408
TOI-2145 b,TOI-2145,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.261128,0.1117,12.24020692,1.092,1805.26535176,5.68,Mass,0.214,515.939,1484.0,Unknown,6206.0,2.75,1.71,0.28,[m/H],3.79,263.7580753,40.6950428,732.97364036,8.93651
TOI-2152 A b,TOI-2152,3,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.3773512,0.05064,14.35870428,1.281,899.45439181,2.83,Mass,0.057,2195.7879,1802.0,F4 V,6630.0,1.612,1.516,0.282,[Fe/H],4.205,26.3389717,77.7901231,988.2722493599998,11.2407
TOI-2154 b,TOI-2154,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.8240801,0.0513,16.28664896,1.453,292.40213444,0.92,Mass,0.117,1005.8946,1580.0,Unknown,6280.0,1.396,1.233,0.011,[Fe/H],4.239,71.0281482,84.3642652,966.9220775999999,11.0359
TOI-2158 b,TOI-2158,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.60077,0.075,10.76062147,0.96,260.61929374,0.82,Mass,0.07,81.4989,1188.0,Unknown,5673.0,1.41,1.12,0.47,[Fe/H],4.19,276.8100527,20.5268868,647.33159788,10.6718
TOI-216.01,TOI-216,1,2,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),34.525528,0.2069,10.1,0.9010632,177.98390792,0.56,Mass,0.0046,10.1,497.0,Unknown,5026.0,0.748,0.77,0.32,[M/H],4.66,73.9800129,-63.2603301,580.3782941999999,12.1631
TOI-216.02,TOI-216,1,2,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.16073,0.1293,8.0,0.71371342,18.75187601,0.059,Mass,0.16,25.9,628.0,Unknown,5026.0,0.748,0.77,0.32,[M/H],4.66,73.9800129,-63.2603301,580.3782941999999,12.1631
TOI-2169 A b,TOI-2169 A,2,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),8.2148282,0.0896,12.50922246,1.116,329.58805806,1.037,Mass,0.045,577.0,1364.0,Unknown,6270.0,1.82,1.42,0.123,[Fe/H],4.069,279.1701117,23.2586193,1146.3959397200001,10.9562
TOI-2180 b,TOI-2180,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),260.79,0.828,11.32107051,1.01,875.61726129,2.755,Mass,0.3683,2.71,348.0,G5,5695.0,1.636,1.111,0.253,[Fe/H],4.057,277.94363,56.6506789,380.57512859999997,9.01133
TOI-2184 b,TOI-2184,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.90683,0.0761,11.39953337,1.017,206.58846455,0.65,Mass,0.08,1429.0,1676.05,Unknown,5966.0,2.9,1.53,0.14,[Fe/H],3.7,100.8331246,-66.9476563,2571.1431945199997,11.8482
TOI-2193 A b,TOI-2193 A,2,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.1225735,0.03319,19.83989584,1.77,298.75870258,0.94,Mass,0.0,1600.0,1763.0,Unknown,5966.0,1.248,1.082,0.027,[Fe/H],4.278,313.691232,-72.8046404,1099.35445984,11.8135
TOI-2194 b,TOI-2194,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),15.337597,0.0761,1.9892,0.17746484,4.61,0.0145,M-R relationship,0.0,14.2526,590.88,Unknown,4756.0,0.6909,0.74,-0.372,[M/H],4.698,299.1563393,-31.3351812,63.832316916,8.06594
TOI-2196 b,TOI-2196,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.1947268,0.02234,3.51,0.31314176,26.0,0.08180515,Mass,0.0,2000.0,1860.0,G V,5634.0,1.043,1.032,0.14,[Fe/H],4.42,312.3400744,-70.4850723,847.83273732,11.8259
TOI-220 b,TOI-220,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.695264,0.08911,3.03,0.27031896,13.8,0.04341966,Mass,0.032,137.7252,805.0,K0 V,5298.0,0.858,0.825,-0.217,[Fe/H],4.37,91.7996988,-61.9972098,295.954606712,10.1897
TOI-2200 b,TOI-2200,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),2.93602836512,0.0761,6.96310517,0.6212077,38.7,0.122,M-R relationship,0.0,288.087,1147.0,Unknown,5036.17,0.826247,0.85,0.2733,[M/H],4.5829,98.7835071,-72.4567778,819.4506422,12.9042
TOI-2202 b,TOI-2202,1,2,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),11.9126075,0.09564,10.95117414,0.977,287.31687993,0.904,Mass,0.022,42.7254,652.07,K8 V,5169.0,0.808,0.841,0.059,[Fe/H],4.548,51.2284214,-73.9575458,769.5096354799999,12.7606
TOI-2202 c,TOI-2202,1,2,0,Transit Timing Variations,2021,Multiple Observatories,24.6744,0.15544,13.4,1.19,117.27868218,0.369,Mass,0.0622,56.729,570.0,K8 V,5144.0,0.794,0.823,0.04,[Fe/H],4.55,51.2284214,-73.9575458,769.5096354799999,12.7606
TOI-2207 b,TOI-2207,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.001968,0.0854,11.1529358,0.995,203.41018048,0.64,Mass,0.174,406.0,1259.0,Unknown,6101.0,1.564,1.296,0.181,[Fe/H],4.161,307.5966925,-44.8876181,1217.6871182,11.3545
TOI-2211.01,TOI-2211,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.092686757,0.04011,1.561,0.13926333,3.06,0.00962,M-R relationship,0.0,296.13,1056.92,Unknown,5253.0,0.834,0.9,0.02,Unknown,4.54958,308.5390859,-29.6726127,229.26548939199998,9.77392
TOI-2227 b,TOI-2227,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.22175815648,0.0761,3.09885187,0.27646152,9.79,0.0308,M-R relationship,0.0,305.107,1164.0,Unknown,5889.54,1.20847,1.03,-0.0503,[M/H],4.3426,337.5177563,-67.8501459,539.5957479599999,10.4142
TOI-2236 b,TOI-2236,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.5315902,0.05009,14.36991326,1.282,502.16888306,1.58,Mass,0.0,1356.0,1688.0,Unknown,6248.0,1.573,1.343,0.119,[Fe/H],4.172,20.1660113,-86.979965,1159.7781203999998,11.2905
TOI-2257 b,TOI-2257,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.189346,0.145,2.194,0.19573591,5.45,0.0171,M-R relationship,0.496,0.6703,256.0,M3,3430.0,0.313,0.328,-0.27,[Fe/H],4.971,194.7396141,77.6617157,188.489140116,14.1615
TOI-2260 b,TOI-2260,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.3524728,0.0097,1.62,0.14452697,3.26,0.0102,M-R relationship,0.0,1844.98,2609.0,G V,5534.0,0.94,0.99,0.22,[Fe/H],4.62,247.6669998,49.0467891,330.23621156,10.2488
TOI-2266 b,TOI-2266,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.326318,0.02,1.54,0.13738983,2.99,0.0094,M-R relationship,0.0,13.0,550.0,M5.0+0.5-0.5,3200.0,0.24,0.23,0.02,Unknown,4.97167,245.2800398,31.5770413,168.297800624,14.8319
TOI-2267 b,TOI-2267 A,2,3,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.28909,0.0205,1.0,0.08921418,0.972,0.00306,M-R relationship,0.0,8.4,424.0,M5 V,3030.0,0.2075,0.171,0.164,[Fe/H],4.99,65.0614963,84.9008238,73.548178,13.7623
TOI-2267 c,TOI-2267 A,2,3,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.4950412,0.0263,1.14,0.10170416,1.55,0.00489,M-R relationship,0.0,4.7,374.0,M5 V,3030.0,0.2075,0.171,0.164,[Fe/H],4.99,65.0614963,84.9008238,73.548178,13.7623
TOI-2267 d,TOI-2267 B,2,3,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.0344671,0.0145,1.77,0.1579091,3.78,0.0119,M-R relationship,0.0,5.3,422.0,M6 V,3022.0,0.13,0.0989,0.164,[Fe/H],4.99625,65.0615,84.900825,73.548178,13.7175
TOI-2274 b,TOI-2274,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.67963,0.05,2.45,0.21857474,6.57,0.0207,M-R relationship,0.0,83.7078,771.46,M,3943.0,0.631,0.612,0.02,Unknown,4.5,277.459311,40.5414117,159.41200655999998,11.2718
TOI-2285 b,TOI-2285,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),13.635109,0.1363,1.77,0.1579091,19.5,0.06135386,Mass,0.3,3.91,358.0,Unknown,3491.0,0.464,0.454,-0.05,[Fe/H],4.77262,332.5632644,58.7060934,138.31949803999998,12.4314
TOI-2295 b,TOI-2295,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),30.033302,0.1992,16.47720163,1.47,278.09985612,0.875,Mass,0.334,42.0912,747.0,Unknown,5730.0,1.459,1.168,0.316,[Fe/H],4.176,281.5761962,50.4924657,411.86653523999996,9.46138
TOI-2295 c,TOI-2295,1,2,0,Radial Velocity,2024,Haute-Provence Observatory,966.5,2.018,12.8,1.14,1783.01736327,5.61,Msini,0.194,4.515000000000001,234.9,Unknown,5730.0,1.459,1.168,0.316,[Fe/H],4.176,281.5761962,50.4924657,411.86653523999996,9.46138
TOI-2322 b,TOI-2322,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),11.30717,0.0924,0.994,0.08867889,2.31,0.00726807,Mass,0.0,22.04,603.1,K4,4664.0,0.662,0.703,-0.12,[Fe/H],4.57,116.9731027,-71.0019671,195.24024315999998,10.7489
TOI-2322 c,TOI-2322,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),20.225528,0.1362,1.874,0.16718737,18.1,0.05694897,Mass,0.0,10.15,496.8,K4,4664.0,0.662,0.703,-0.12,[Fe/H],4.57,116.9731027,-71.0019671,195.24024315999998,10.7489
TOI-2328 b,TOI-2328,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),17.10197,0.127,9.97599282,0.89,50.85254512,0.16,Mass,0.057,20.0982,842.0,Unknown,5525.0,0.9,0.95,0.09,[Fe/H],4.505,31.6907424,-81.247376,755.97089992,12.1082
TOI-2337 b,TOI-2337,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.99432,0.0761,10.08808263,0.9,508.5254512,1.6,Mass,0.019,619.5809,1272.46,Unknown,4780.0,3.22,1.325,0.39,[Fe/H],3.5,290.6198948,60.8539035,1748.34619176,11.8752
TOI-2338 b,TOI-2338,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),22.65398,0.158,11.2089807,1.0,1900.61387386,5.98,Mass,0.676,13.8485,799.0,Unknown,5581.0,1.05,0.99,0.22,[Fe/H],4.4,81.3445824,-34.6682491,1024.1167937599998,12.1856
TOI-2345 b,TOI-2345,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.0528573,0.01705,1.504,0.13417812,3.49,0.01098077,Mass,0.0,791.0,1478.0,K,4687.0,0.729,0.727,-0.1,[Fe/H],4.57,43.884794,-34.9779745,266.31974639599997,11.0278
TOI-2345 c,TOI-2345,1,2,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),21.064302,0.1257,2.451,0.21866395,7.27,0.02287398,Mass,0.0,14.57,544.0,K,4687.0,0.729,0.727,-0.1,[Fe/H],4.57,43.884794,-34.9779745,266.31974639599997,11.0278
TOI-2346 b,TOI-2346,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),3.3312029,0.0473,16.11851425,1.438,394.10722468,1.24,Mass,0.086,1360.0,1689.0,Unknown,6480.0,1.38,1.271,-0.03,[Fe/H],4.265,88.0929073,-13.3724686,1426.88031504,11.9242
TOI-2364 b,TOI-2364,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.0197517,0.04871,8.60849718,0.768,71.51139158,0.225,Mass,0.0,237.0,1091.0,Unknown,5306.0,0.886,0.954,0.344,[Fe/H],4.524,89.1300265,-5.0120298,716.28423784,12.0921
TOI-2368 b,TOI-2368,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.1750073,0.05649,10.83908434,0.967,206.58846455,0.65,Mass,0.061,162.7267,1000.0,Unknown,5360.0,0.846,0.897,0.1,[Fe/H],4.538,134.9576234,-48.4884929,687.9119274,12.2727
TOI-237 b,TOI-237,1,2,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.436098,0.0341,1.44,0.1284682,2.67,0.00839,M-R relationship,0.0,3.7,388.0,M4.5 V,3212.0,0.211,0.179,-0.3443,[Fe/H],5.04,353.2435381,-29.416487,124.18357084399999,14.754
TOI-237 c,TOI-237,1,2,0,Transit,2026,La Silla Observatory,1.74486147,0.016,1.206,0.1075923,1.9,0.00598,M-R relationship,0.0,16.0,515.0,M4.5 V,3226.0,0.2056,0.1698,-0.3443,[Fe/H],5.0494,353.2435381,-29.416487,124.18357084399999,14.754
TOI-2373 b,TOI-2373,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),13.33668,0.112,10.42435205,0.93,2955.8041851,9.3,Mass,0.112,69.8726,860.0,Unknown,5651.0,1.102,1.041,0.3,[Fe/H],4.371,61.6862197,-16.7557546,1659.1099101599998,13.0711
TOI-2374 b,TOI-2374,2,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.3136193,0.04818,7.48759911,0.668,61.65871096,0.194,Mass,0.13,122.9,926.0,Unknown,5002.0,0.711,0.802,0.128,[Fe/H],4.638,319.4982407,-22.0498228,439.18536179999995,11.827
TOI-2379 b,TOI-2379,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.4693827,0.05263,11.72459381,1.046,1830.69162432,5.76,Mass,0.342,25.3,624.0,Unknown,3707.0,0.622,0.645,0.501,[Fe/H],4.653,358.0920465,-53.043156,688.99476532,14.6601
TOI-238 b,TOI-238,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.273099,0.0212,1.559,0.1390849,3.37,0.01060321,Mass,0.18,753.1,1378.0,K2 V,5059.0,0.756,0.781,-0.114,[Fe/H],4.58,349.2310814,-18.6066463,262.688325492,10.4883
TOI-238 c,TOI-238,1,2,0,Radial Velocity,2024,Multiple Observatories,8.465651,0.0749,2.18,0.19448691,6.7,0.02108056,Mass,0.36,58.3,696.0,K2V,5059.0,0.733,0.79,-0.114,[Fe/H],4.577,349.2310814,-18.6066463,262.688325492,10.4883
TOI-2382 b,TOI-2382,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.6612061,0.059,12.25141591,1.093,235.19302118,0.74,Mass,0.18,689.0,1426.0,Unknown,6033.0,1.417,1.26,0.249,[Fe/H],4.235,356.3751852,-16.114124,1418.5176752,11.8534
TOI-2384 b,TOI-2384,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.13570304,0.02793,11.48920522,1.025,624.85064816,1.966,Mass,0.0,104.3,889.7,Unknown,3943.0,0.6113,0.635,0.332,[Fe/H],4.66,36.1561463,-65.0001957,624.6213555999999,14.3985
TOI-2406 b,TOI-2406,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.0766891,0.02267,2.86,0.25515255,15.6,0.04908309,Mass,0.17,6.69,449.0,M4 V,3100.0,0.204,0.166,-0.26,[Fe/H],5.041,8.8060544,-3.3720833,180.75239363999998,15.6955
TOI-2407 b,TOI-2407,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2.702969,0.033,4.26,0.3800524,16.8,0.0529,M-R relationship,0.08,41.0,705.0,Unknown,3530.0,0.567,0.548,0.21,[Fe/H],4.71597,49.746545,-46.458025,301.487517096,13.6328
TOI-2411 b,TOI-2411,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.7826942,0.0144,1.68,0.14987982,3.46,0.0109,M-R relationship,0.0,1051.1379,1355.0,Unknown,4099.0,0.68,0.65,0.02,Unknown,4.59,20.9224567,-8.7017944,194.180888472,11.2198
TOI-2416 b,TOI-2416,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),8.275479,0.0831,9.86390302,0.88,953.485221,3.0,Mass,0.32,130.93,1080.0,Unknown,5808.0,1.236,1.118,0.32,[Fe/H],4.303,57.3389409,-60.7871861,1819.0796434799997,12.8909
TOI-2420 b,TOI-2420,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.842641,0.0684,15.02003414,1.34,294.62693329,0.927,Mass,0.055,1017.0,1571.6,Unknown,5707.0,2.369,1.158,0.02,Unknown,3.76,14.8268138,-19.7711643,1419.3461114399997,11.2863
TOI-2421 b,TOI-2421,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.3474032,0.0543,10.36830715,0.925,105.83685953,0.333,Mass,0.0,923.6,1534.0,Unknown,5607.0,1.75,1.131,0.19,[Fe/H],4.005,33.1540208,-35.3909182,1069.55358612,11.1554
TOI-2427 b,TOI-2427,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.3060011,0.0202,1.8,0.16058552,3.89,0.0123,M-R relationship,0.0,62.7136,1117.0,Unknown,4072.0,0.65,0.64,0.02,Unknown,4.62,52.2917315,-31.3628665,93.002404932,9.81845
TOI-2431 b,TOI-2431,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),0.22419578,0.0063,1.534,0.13685455,6.2,0.01950738,Mass,0.0,2649.15,2063.0,K7 V,4109.0,0.651,0.661,-0.02,[Fe/H],4.68,37.7652989,8.3816255,117.598481204,10.3234
TOI-244 b,TOI-244,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.397225,0.0559,1.52,0.13560555,2.68,0.00843222,Mass,0.0,7.3,458.0,M2.5 V,3433.0,0.426,0.428,-0.39,[Fe/H],4.66,10.5697537,-36.7179743,71.864234572,11.553
TOI-2443 b,TOI-2443,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),15.66858,0.105,2.363,0.2108131,4.8,0.01510249,Mass,0.301,13.2931,519.0,K5 V,4375.0,0.631,0.642,-0.29,[Fe/H],4.42,40.1798608,1.1996757,78.03543224799999,9.0333
TOI-2445 b,TOI-2445,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.3711281,0.0064,1.25,0.11151772,2.1,0.0066,M-R relationship,0.0,204.4874,1060.0,Unknown,3333.0,0.27,0.25,0.02,Unknown,4.97,43.3161555,0.0523366,158.45310791999998,14.3977
TOI-2447 b,TOI-2447,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),69.33684,0.347,9.60609646,0.857,124.90656395,0.393,Mass,0.17,44.5933,414.0,Unknown,5730.0,1.006,1.034,0.18,[Fe/H],4.3,70.9975864,-31.9066369,485.93003971999997,10.4403
TOI-2449 b,TOI-2449,1,1,0,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),106.14468,0.45,11.24,1.002,222.0,0.7,Mass,0.098,362.642,400.0,G,6021.0,1.065,1.079,-0.03,[Fe/H],4.4,67.984371,-34.4555327,511.36694616,10.2924
TOI-2453 b,TOI-2453,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),4.44143463188,0.0761,3.24380341,0.28939325,10.6,0.0333,M-R relationship,0.0,21.749,550.78,Unknown,3720.23,0.502498,0.500519,0.02,Unknown,4.6799,74.8374845,12.9363528,267.135788708,13.5103
TOI-2458 b,TOI-2458,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.73659,0.0482,2.83,0.25247612,13.31,0.04187794,Mass,0.087,865.0,1509.4,F9-F9.5,6005.0,1.31,1.05,-0.1,[Fe/H],4.2,79.621529,1.253439,368.41929447999996,9.09716
TOI-2458 c,TOI-2458,1,2,0,Radial Velocity,2024,La Silla Observatory,16.553,0.129,3.18,0.283,10.22,0.03215572,Msini,0.29,4.515000000000001,449.05,F9-F9.5,6005.0,1.31,1.05,-0.1,[Fe/H],4.2,79.621529,1.253439,368.41929447999996,9.09716
TOI-2459 b,TOI-2459,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.104718,0.0761,2.9531,0.26345839,9.03,0.0284,M-R relationship,0.0,8.5187,445.01,Unknown,4195.0,0.6751,0.66,0.02,Unknown,4.599,82.1433321,-39.3730456,119.40995162799999,10.1652
TOI-2485 b,TOI-2485,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),11.23479,0.1093,12.1393261,1.083,766.60211768,2.412,Mass,0.0341,275.6,1134.0,Unknown,6016.4,1.72,1.163,0.097,[M/H],4.01,205.2043217,22.9839692,1297.9475866799999,11.373
TOI-2497 b,TOI-2497,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.655669,0.1166,11.14172682,0.994,1531.93292174,4.82,Mass,0.195,997.8085,1595.0,Unknown,7360.0,2.36,1.859,0.094,[Fe/H],3.962,90.0625878,11.8840577,930.4871908399999,9.47244
TOI-2498 b,TOI-2498,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.738252,0.0491,6.06,0.54063792,34.62,0.1089267,Mass,0.089,790.4759,1443.0,Unknown,5905.0,1.26,1.12,0.167,[Fe/H],4.297,95.4162204,11.2516477,897.7933133999999,11.2677
TOI-251 b,TOI-251,1,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93777,0.05741,2.74,0.24444643,317.83,1.0,Mass,0.0,277.7462,1041.19,Unknown,5875.0,0.881,1.036,-0.106,[Fe/H],4.56,353.0620655,-37.2558629,324.60023587999996,9.75411
TOI-2518 b,TOI-2518,1,1,0,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),6.89797425216,0.0761,2.26838675,0.20237226,5.77,0.0181,M-R relationship,0.0,239.133,1095.0,Unknown,5751.2,0.993374,1.11,0.02,Unknown,4.3774,105.4448495,-34.9196867,524.5403869999999,10.6499
TOI-2524 b,TOI-2524,1,1,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.18585,0.073,11.2089807,1.0,203.41018048,0.64,Mass,0.0,210.609,1100.0,Unknown,5831.0,1.119,1.007,0.06,[Fe/H],4.344,160.8868435,-1.9126984,1431.3095135199999,12.6225
TOI-2525 b,TOI-2525,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),23.2856,0.1511,8.67575106,0.774,26.69758619,0.084,Mass,0.17,16.3643,512.97,K8 V,5096.0,0.785,0.849,0.14,[Fe/H],4.58,86.8509737,-60.5213081,1289.61430088,14.012
TOI-2525 c,TOI-2525,1,2,0,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),49.2519,0.249,10.13291855,0.904,208.8132634,0.657,Mass,0.157,6.0478,399.96,K8 V,5096.0,0.785,0.849,0.14,[Fe/H],4.58,86.8509737,-60.5213081,1289.61430088,14.012
TOI-2529 b,TOI-2529,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),64.5949,0.327,11.54525012,1.03,743.71847238,2.34,Mass,0.021,70.9731,636.0,Unknown,5802.0,1.7,1.11,0.1,[Fe/H],4.03,118.9945352,-52.3548332,966.30564276,11.1911
TOI-2537 b,TOI-2537,1,2,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),94.1022,0.3715,11.25381662,1.004,415.40172795,1.307,Mass,0.364,7.4445,338.0,Unknown,4870.0,0.771,0.771,0.08,[Fe/H],4.551,54.3882661,10.0577464,603.3429381599999,12.73
